location,size,total_sqft,bath,price,bhk,price_per_sqft
Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807
Kanakpura Road,3 Bedroom,2200.0,3.0,130.0,3,5909
Shivaji Nagar,2 BHK,850.0,2.0,55.0,2,6470
Kodichikkanahalli,4 Bedroom,3250.0,4.0,180.0,4,5538
Hoodi,2 BHK,1500.0,2.0,84.0,2,5600
Thanisandra,1 Bedroom,1380.0,1.0,62.1,1,4500
other,1 BHK,705.0,1.0,36.5,1,5177
Harlur,3 BHK,2240.0,5.0,155.0,3,6919
Hegde Nagar,3 BHK,1584.01,3.0,103.0,3,6502
other,3 BHK,1340.0,3.0,77.0,3,5746
Sarjapur  Road,1 BHK,685.0,1.0,40.0,1,5839
other,2 BHK,925.0,2.0,42.0,2,4540
other,2 BHK,1230.0,2.0,57.0,2,4634
Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,2,4622
Hebbal,2 BHK,1100.0,2.0,54.0,2,4909
Jigani,3 Bedroom,2400.0,3.0,149.0,3,6208
Jakkur,3 BHK,1858.0,3.0,98.3,3,5290
HSR Layout,2 BHK,1185.0,2.0,60.0,2,5063
Hennur,2 BHK,1255.0,2.0,58.0,2,4621
Kudlu Gate,3 BHK,1335.0,3.0,89.0,3,6666
Dodda Nekkundi,3 BHK,1999.0,3.0,132.0,3,6603
Chikka Tirupathi,3 Bedroom,1616.0,3.0,95.0,3,5878
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
Balagere,2 BHK,1205.47,2.0,81.0,2,6719
Electronic City,3 BHK,1700.0,3.0,75.0,3,4411
Kanakpura Road,2 BHK,1090.0,2.0,54.54,2,5003
Yeshwanthpur,4 BHK,3600.0,5.0,220.0,4,6111
Thanisandra,1 BHK,923.0,1.0,60.84,1,6591
Green Glen Layout,2 BHK,1050.0,2.0,48.0,2,4571
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317
Narayanapura,3 BHK,1485.0,3.0,85.0,3,5723
Whitefield,2 BHK,1216.0,2.0,66.48,2,5467
Thanisandra,3 BHK,1743.0,3.0,93.25,3,5349
Mysore Road,3 BHK,1512.0,2.0,110.0,3,7275
Cox Town,3 BHK,1650.0,3.0,100.0,3,6060
Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2,5840
Thigalarapalya,3 BHK,2072.0,4.0,139.0,3,6708
Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416
Singasandra,2 BHK,1300.0,2.0,65.0,2,5000
Bellandur,2 BHK,1457.0,2.0,85.0,2,5833
Kannamangala,2 BHK,1262.0,2.0,55.0,2,4358
Kasavanhalli,2 BHK,1115.0,2.0,50.0,2,4484
JP Nagar,3 BHK,1315.0,2.0,85.4,3,6494
HSR Layout,2 BHK,1127.0,2.0,68.0,2,6033
Whitefield,2 BHK,1173.0,2.0,60.0,2,5115
Jakkur,2 BHK,1230.0,2.0,76.0,2,6178
other,4 BHK,3200.0,3.0,190.0,4,5937
Talaghattapura,3 BHK,1868.0,3.0,121.0,3,6477
Uttarahalli,3 BHK,1689.28,3.0,91.2,3,5398
Channasandra,6 Bedroom,4200.0,6.0,180.0,6,4285
Uttarahalli,3 BHK,1310.0,2.0,85.0,3,6488
Kasavanhalli,2 BHK,1125.0,2.0,61.2,2,5440
Sarjapur  Road,2 BHK,1241.0,2.0,82.0,2,6607
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500
Rajiv Nagar,4 BHK,2340.0,4.0,148.0,4,6324
other,1 BHK,596.0,1.0,42.0,1,7046
other,16 BHK,10000.0,16.0,550.0,16,5500
Brookefield,2 BHK,1139.0,2.0,80.0,2,7023
Thigalarapalya,4 BHK,3122.0,5.0,225.0,4,7206
Yeshwanthpur,2 BHK,1168.0,2.0,64.08,2,5486
Chandapura,2 BHK,877.0,2.0,42.0,2,4789
Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597
other,3 BHK,1405.0,2.0,70.0,3,4982
other,3 BHK,1360.0,2.0,65.0,3,4779
other,2 BHK,985.0,2.0,63.0,2,6395
other,3 BHK,1490.0,2.0,88.0,3,5906
Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092
Bommanahalli,3 BHK,1375.0,3.0,59.0,3,4290
Hennur Road,3 BHK,1290.0,2.0,94.5,3,7325
Hosa Road,3 BHK,1318.0,2.0,85.28,3,6470
Electronic City,2 BHK,1128.0,2.0,68.0,2,6028
other,4 Bedroom,4428.0,4.0,255.0,4,5758
Kanakpura Road,2 BHK,1051.0,2.0,56.74,2,5398
Kannamangala,4 Bedroom,2400.0,4.0,130.0,4,5416
Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405
Thigalarapalya,4 BHK,2912.0,6.0,210.0,4,7211
other,1 BHK,650.0,1.0,30.0,1,4615
Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645
other,3 BHK,1500.0,2.0,89.99,3,5999
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,4665
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189
other,1 BHK,910.0,1.0,42.0,1,4615
Sarjapur  Road,2 BHK,1400.0,2.0,68.0,2,4857
CV Raman Nagar,2 BHK,1070.0,2.0,47.5,2,4439
Gottigere,3 BHK,1500.0,3.0,70.0,3,4666
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
Whitefield,2 BHK,1269.0,2.0,75.0,2,5910
Marathahalli,2 BHK,1208.0,2.0,70.0,2,5794
other,3 BHK,1060.0,3.0,62.0,3,5849
Electronic City,1 BHK,700.0,1.0,35.0,1,5000
other,2 BHK,902.0,2.0,42.0,2,4656
Doddathoguru,2 BHK,984.0,2.0,51.0,2,5182
Jalahalli East,3 BHK,1475.0,3.0,96.0,3,6508
Haralur Road,2 BHK,1300.0,2.0,79.0,2,6076
Akshaya Nagar,3 BHK,1666.0,3.0,95.0,3,5702
Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932
Uttarahalli,2 BHK,1137.0,2.0,63.0,2,5540
Electronic City,3 BHK,1360.0,2.0,70.5,3,5183
other,3 BHK,1374.0,2.0,70.0,3,5094
other,4 BHK,2145.0,4.0,125.0,4,5827
Kasavanhalli,3 BHK,2170.0,3.0,151.0,3,6958
other,2 BHK,1080.0,2.0,55.0,2,5092
Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3,5586
Somasundara Palya,2 BHK,1033.0,2.0,48.0,2,4646
Kambipura,2 BHK,883.0,2.0,39.0,2,4416
other,3 BHK,1500.0,2.0,97.0,3,6466
Whitefield,3 BHK,1545.0,3.0,79.0,3,5113
Kaikondrahalli,4 BHK,1700.0,4.0,108.0,4,6352
Lingadheeranahalli,3 BHK,1682.0,3.0,120.0,3,7134
Yelahanka,3 BHK,1371.0,2.0,65.0,3,4741
Hennur Road,2 BHK,901.0,2.0,49.5,2,5493
Ambalipura,3 BHK,1730.0,3.0,120.0,3,6936
EPIP Zone,3 BHK,1500.0,3.0,102.0,3,6800
Sarjapur  Road,4 BHK,3785.0,6.0,280.0,4,7397
other,4 BHK,3500.0,4.0,245.0,4,7000
other,2 BHK,1203.0,2.0,59.86,2,4975
other,3 BHK,1600.0,3.0,76.0,3,4750
Sarjapur  Road,1 BHK,835.0,1.0,46.95,1,5622
Haralur Road,3 BHK,1444.0,2.0,80.0,3,5540
Kanakapura,2 BHK,1277.0,2.0,55.0,2,4306
Lingadheeranahalli,3 BHK,1521.0,3.0,94.71,3,6226
Old Madras Road,3 BHK,2760.0,5.0,157.0,3,5688
Marathahalli,2 BHK,1325.0,1.0,92.0,2,6943
Marathahalli,3 BHK,1525.0,3.0,90.0,3,5901
other,3 BHK,1320.0,2.0,73.0,3,5530
Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201
Electronic City,3 BHK,1571.0,3.0,105.0,3,6683
Hennur Road,3 BHK,1445.0,3.0,86.56,3,5990
Bommasandra,2 BHK,902.0,2.0,49.0,2,5432
Sarjapur,3 Bedroom,2238.0,3.0,140.0,3,6255
Yelahanka,3 BHK,1712.0,3.0,82.0,3,4789
Haralur Road,2 BHK,1088.0,2.0,68.0,2,6250
Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700
other,2 BHK,1100.0,2.0,56.1,2,5100
Kanakpura Road,2 BHK,1339.0,2.0,58.0,2,4331
Thanisandra,1 BHK,923.0,1.0,45.69,1,4950
Lakshminarayana Pura,2 BHK,1175.0,2.0,75.0,2,6382
Thubarahalli,2 BHK,975.0,2.0,55.0,2,5641
Subramanyapura,3 BHK,1330.0,3.0,72.0,3,5413
Thanisandra,2 BHK,1183.0,2.0,59.74,2,5049
Hebbal,3 BHK,1255.0,2.0,77.68,3,6189
Pai Layout,2 BHK,1100.0,2.0,50.0,2,4545
other,5 Bedroom,2400.0,5.0,120.0,5,5000
Kanakpura Road,3 BHK,1591.0,3.0,115.0,3,7228
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3,7142
Hoodi,2 BHK,1055.0,2.0,57.63,2,5462
Iblur Village,3 BHK,1918.0,3.0,129.0,3,6725
Sarjapur  Road,2 BHK,1280.0,2.0,76.0,2,5937
Sarjapur  Road,2 BHK,1145.0,2.0,49.5,2,4323
Talaghattapura,3 BHK,2106.0,3.0,126.0,3,5982
Hebbal,2 BHK,1320.0,2.0,92.0,2,6969
other,3 BHK,1350.0,2.0,65.0,3,4814
Bannerghatta Road,3 BHK,1893.0,3.0,100.0,3,5282
Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2,6302
other,2 Bedroom,2400.0,2.0,160.0,2,6666
Kumaraswami Layout,2 BHK,1000.0,2.0,48.5,2,4850
Jalahalli,3 BHK,2113.0,3.0,155.0,3,7335
Harlur,4 BHK,1884.0,4.0,120.0,4,6369
other,2 BHK,1150.0,2.0,75.0,2,6521
Kudlu Gate,1 BHK,703.0,1.0,52.0,1,7396
other,3 BHK,1400.0,2.0,62.0,3,4428
Bellandur,2 BHK,1195.0,2.0,51.0,2,4267
Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307
Begur Road,3 BHK,1583.0,3.0,74.4,3,4699
Electronic City,3 BHK,1600.0,3.0,104.0,3,6500
Sarjapur  Road,2 BHK,1263.0,2.0,78.0,2,6175
Kanakpura Road,2 BHK,1299.0,2.0,85.0,2,6543
Banashankari,2 BHK,1330.0,2.0,78.0,2,5864
other,3 BHK,1853.0,3.0,82.0,3,4425
Bannerghatta Road,3 BHK,1600.0,3.0,95.0,3,5937
other,2 BHK,1256.0,2.0,62.8,2,5000
other,3 BHK,1390.0,2.0,80.0,3,5755
other,3 BHK,1550.0,2.0,90.0,3,5806
Hebbal,2 BHK,919.0,2.0,49.0,2,5331
Margondanahalli,3 Bedroom,1625.0,3.0,80.0,3,4923
Yelenahalli,2 BHK,1159.0,2.0,60.0,2,5176
Harlur,2 BHK,1197.0,2.0,79.0,2,6599
Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100
Whitefield,2 BHK,1132.0,2.0,79.28,2,7003
Marathahalli,3 BHK,1937.0,3.0,140.0,3,7227
Kathriguppe,3 BHK,1350.0,2.0,80.99,3,5999
Kothanur,2 BHK,1185.0,2.0,59.0,2,4978
Tindlu,3 Bedroom,1500.0,3.0,87.0,3,5800
Yelahanka,3 BHK,1566.0,3.0,97.0,3,6194
other,4 Bedroom,1500.0,4.0,110.0,4,7333
other,3 BHK,1531.0,3.0,72.0,3,4702
Tumkur Road,3 BHK,1343.5,3.0,57.76,3,4299
Banashankari Stage III,4 Bedroom,2000.0,4.0,100.0,4,5000
other,2 BHK,1200.0,2.0,55.0,2,4583
Whitefield,4 BHK,2830.0,5.0,160.0,4,5653
Uttarahalli,3 BHK,1315.0,2.0,74.0,3,5627
AECS Layout,2 BHK,1080.0,2.0,55.0,2,5092
HBR Layout,2 BHK,1200.0,2.0,60.0,2,5000
NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491
Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2,5098
Rachenahalli,2 BHK,1050.0,2.0,52.1,2,4961
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,5602
Bellandur,2 BHK,1050.0,2.0,72.0,2,6857
Hosa Road,3 BHK,1513.0,3.0,103.0,3,6807
Gottigere,3 BHK,1621.0,3.0,72.0,3,4441
Bannerghatta Road,2 BHK,892.0,2.0,39.0,2,4372
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189
other,4 BHK,1200.0,6.0,70.0,4,5833
Kengeri,2 BHK,726.0,2.0,35.0,2,4820
Kanakpura Road,2 BHK,950.0,2.0,45.0,2,4736
Talaghattapura,3 BHK,1868.0,3.0,135.0,3,7226
Sarjapur  Road,3 BHK,1691.0,3.0,98.0,3,5795
Hulimavu,2 BHK,1225.0,2.0,55.0,2,4489
JP Nagar,3 BHK,1690.0,3.0,112.0,3,6627
Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,7263
Kasturi Nagar,4 BHK,1896.0,3.0,125.0,4,6592
Sonnenahalli,1 BHK,605.0,1.0,40.0,1,6611
other,1 Bedroom,750.0,2.0,50.0,1,6666
Thanisandra,4 BHK,3216.0,4.0,226.0,4,7027
Iblur Village,2 BHK,1400.0,2.0,68.0,2,4857
Hulimavu,2 BHK,1255.0,2.0,74.0,2,5896
Electronic City,3 BHK,1500.0,2.0,100.0,3,6666
Thanisandra,2 BHK,1296.0,2.0,72.0,2,5555
Thanisandra,2 BHK,1020.0,2.0,44.5,2,4362
Choodasandra,3 BHK,1530.0,3.0,77.0,3,5032
Gubbalala,3 BHK,1650.0,3.0,71.0,3,4303
other,3 BHK,1605.0,2.0,85.0,3,5295
Kogilu,2 BHK,1190.0,2.0,50.66,2,4257
Jakkur,3 BHK,1374.0,3.0,68.0,3,4949
6th Phase JP Nagar,2 BHK,1140.0,2.0,65.0,2,5701
Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3,4651
Kannamangala,3 BHK,1574.0,3.0,93.34,3,5930
Marathahalli,3 BHK,1550.0,3.0,83.0,3,5354
other,2 BHK,1205.0,2.0,60.0,2,4979
Kambipura,3 BHK,1082.0,2.0,55.0,3,5083
Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349
other,2 Bedroom,1200.0,2.0,70.0,2,5833
Pai Layout,2 BHK,1255.0,2.0,80.0,2,6374
Somasundara Palya,2 BHK,1329.0,2.0,70.0,2,5267
Chandapura,2 Bedroom,1200.0,2.0,60.0,2,5000
other,1 BHK,813.0,1.0,39.0,1,4797
other,4 Bedroom,3884.0,4.0,240.0,4,6179
Hormavu,3 BHK,1500.0,3.0,70.0,3,4666
Bannerghatta Road,3 BHK,1880.0,3.0,95.0,3,5053
Akshaya Nagar,3 BHK,1575.0,3.0,90.0,3,5714
other,3 BHK,1630.0,2.0,97.78,3,5998
Yelahanka,3 BHK,1180.0,3.0,55.0,3,4661
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750
other,4 BHK,2425.0,4.0,173.0,4,7134
Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2,4672
Kumaraswami Layout,2 BHK,1000.0,2.0,58.0,2,5800
other,2 BHK,1150.0,2.0,56.0,2,4869
other,2 BHK,1141.0,2.0,49.0,2,4294
Jigani,2 BHK,937.0,2.0,44.0,2,4695
Green Glen Layout,2 BHK,1075.0,2.0,60.0,2,5581
Panathur,2 BHK,1000.0,2.0,65.3,2,6530
Kasavanhalli,3 BHK,1450.0,3.0,77.41,3,5338
other,2 BHK,936.0,2.0,43.0,2,4594
other,2 BHK,1280.0,2.0,75.0,2,5859
Babusapalaya,2 BHK,1050.0,2.0,45.0,2,4285
Marathahalli,2 BHK,1350.0,2.0,86.0,2,6370
Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283
Devanahalli,2 BHK,1174.0,2.0,59.0,2,5025
other,1 BHK,500.0,1.0,24.0,1,4800
Gottigere,3 BHK,1304.0,3.0,80.0,3,6134
Yelahanka,3 BHK,1653.0,3.0,120.0,3,7259
Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3,4837
other,2 BHK,1100.0,2.0,50.0,2,4545
Billekahalli,2 BHK,1140.0,2.0,50.0,2,4385
Kudlu Gate,3 BHK,1532.0,3.0,83.0,3,5417
Doddaballapur,3 Bedroom,2776.0,4.0,195.0,3,7024
Padmanabhanagar,3 BHK,1531.0,2.0,75.0,3,4898
Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2,5555
Vittasandra,2 BHK,1934.0,2.0,90.0,2,4653
Kasavanhalli,3 BHK,1476.0,3.0,95.0,3,6436
Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,7172
other,3 BHK,1265.0,2.0,82.0,3,6482
other,4 BHK,3200.0,5.0,150.0,4,4687
other,2 BHK,1196.0,2.0,56.81,2,4750
EPIP Zone,2 BHK,1280.0,2.0,69.0,2,5390
other,3 BHK,1850.0,3.0,98.0,3,5297
Whitefield,2 BHK,1195.0,2.0,70.0,2,5857
Jakkur,2 BHK,1050.0,2.0,49.87,2,4749
other,4 Bedroom,2360.0,4.0,150.0,4,6355
other,2 BHK,1512.0,1.0,65.01,2,4299
Subramanyapura,2 BHK,929.0,2.0,48.0,2,5166
Jigani,3 BHK,1252.0,3.0,61.0,3,4872
Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3,4893
Hennur Road,3 BHK,1482.0,2.0,97.0,3,6545
Prithvi Layout,2 BHK,1352.0,2.0,75.0,2,5547
Electronic City,2 BHK,1152.0,2.0,65.0,2,5642
other,3 BHK,1575.0,3.0,93.0,3,5904
Hegde Nagar,3 BHK,1965.0,4.0,125.0,3,6361
other,3 BHK,1300.0,2.0,70.0,3,5384
Marathahalli,2 BHK,957.0,2.0,47.0,2,4911
Kanakpura Road,5 Bedroom,1080.0,6.0,65.0,5,6018
other,2 BHK,975.0,2.0,50.0,2,5128
Ramamurthy Nagar,2 BHK,1150.0,2.0,51.0,2,4434
Whitefield,3 BHK,1738.0,2.0,79.0,3,4545
Bommanahalli,3 BHK,1250.0,3.0,55.0,3,4400
Bannerghatta Road,3 BHK,1788.0,3.0,90.0,3,5033
Kanakapura,2 BHK,1151.0,2.0,59.0,2,5125
Uttarahalli,3 BHK,1300.0,2.0,60.0,3,4615
Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591
other,2 BHK,1380.0,2.0,75.0,2,5434
Hebbal,3 BHK,1645.0,3.0,117.0,3,7112
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.5,2,7021
Banashankari Stage V,3 BHK,1355.0,2.0,61.0,3,4501
Dasarahalli,2 BHK,1150.0,2.0,70.0,2,6086
other,2 BHK,1000.0,2.0,45.0,2,4500
Balagere,2 BHK,1007.0,2.0,65.0,2,6454
Kothanur,3 BHK,1436.0,3.0,70.0,3,4874
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500
Somasundara Palya,3 BHK,2372.0,3.0,140.0,3,5902
Rayasandra,2 BHK,1016.0,2.0,58.0,2,5708
Dodda Nekkundi,2 BHK,1100.0,2.0,48.0,2,4363
Electronic City,2 BHK,1070.0,2.0,60.0,2,5607
Tumkur Road,2 BHK,1137.5,2.0,48.905,2,4299
ITPL,4 BHK,3262.0,5.0,205.0,4,6284
other,3 BHK,1827.0,3.0,100.0,3,5473
HRBR Layout,2 BHK,1210.0,2.0,75.0,2,6198
other,3 BHK,1500.0,3.0,95.0,3,6333
Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095
Hebbal,2 BHK,1251.0,2.0,88.73,2,7092
HSR Layout,3 BHK,1600.0,2.0,115.0,3,7187
Electronic City,2 BHK,1128.0,2.0,65.5,2,5806
Budigere,3 BHK,1820.0,3.0,93.0,3,5109
Hoodi,3 BHK,1925.0,2.0,114.0,3,5922
Thigalarapalya,3 BHK,2072.0,4.0,147.0,3,7094
Sahakara Nagar,2 BHK,960.0,2.0,56.0,2,5833
other,2 BHK,1180.0,2.0,63.0,2,5338
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307
Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521
Jakkur,2 BHK,1290.0,2.0,80.0,2,6201
Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,5571
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,6250
other,3 BHK,1155.0,2.0,60.0,3,5194
Hormavu,3 BHK,1725.0,3.0,85.0,3,4927
Kanakpura Road,2 BHK,700.0,2.0,40.0,2,5714
Somasundara Palya,2 BHK,1178.0,2.0,78.0,2,6621
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,6357
other,3 BHK,1540.0,3.0,68.0,3,4415
other,3 BHK,1645.0,3.0,95.0,3,5775
Nehru Nagar,4 BHK,2342.0,3.0,115.0,4,4910
other,3 BHK,1200.0,2.0,55.0,3,4583
Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,225.0,8,4687
other,2 BHK,1097.0,2.0,65.0,2,5925
Green Glen Layout,3 BHK,1715.0,3.0,115.0,3,6705
Electronic City,2 BHK,1200.0,2.0,59.0,2,4916
Banashankari,3 BHK,1400.0,2.0,78.0,3,5571
Kanakpura Road,1 BHK,458.0,1.0,19.695,1,4300
Marathahalli,2 BHK,1230.0,2.0,57.0,2,4634
Kalyan nagar,3 BHK,1640.0,3.0,88.0,3,5365
Banashankari,3 BHK,1700.0,3.0,125.0,3,7352
Uttarahalli,3 BHK,1627.86,3.0,88.0,3,5405
Hosa Road,2 BHK,1133.0,2.0,52.0,2,4589
Hennur Road,2 BHK,1182.0,2.0,82.5,2,6979
Tumkur Road,3 BHK,1500.0,3.0,100.0,3,6666
Marathahalli,2 BHK,1200.0,2.0,58.0,2,4833
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325
Ardendale,4 BHK,2062.0,3.0,140.0,4,6789
Thanisandra,3 BHK,1874.0,4.0,130.0,3,6937
Old Madras Road,2 BHK,1171.0,2.0,75.0,2,6404
Panathur,3 BHK,1315.0,2.0,59.1,3,4494
Jakkur,3 BHK,1760.0,3.0,110.0,3,6250
Hennur Road,3 BHK,1192.0,2.0,62.0,3,5201
Hebbal,3 BHK,1645.0,3.0,121.0,3,7355
Whitefield,2 BHK,1250.0,2.0,72.0,2,5760
Whitefield,1 BHK,709.0,1.0,34.385,1,4849
Whitefield,2 BHK,1340.0,2.0,77.0,2,5746
other,2 BHK,1355.0,2.0,75.0,2,5535
Bannerghatta Road,2 BHK,1150.0,2.0,65.0,2,5652
Kanakapura,3 BHK,1938.0,3.0,113.0,3,5830
Begur Road,4 BHK,2462.0,4.0,124.0,4,5036
Budigere,3 BHK,1636.0,3.0,85.0,3,5195
Akshaya Nagar,3 BHK,1430.0,2.0,75.0,3,5244
Electronic City Phase II,3 BHK,993.0,2.0,50.0,3,5035
Kanakpura Road,3 BHK,1700.0,3.0,88.0,3,5176
Yelahanka,2 BHK,1270.0,2.0,78.0,2,6141
Marathahalli,3 BHK,1650.0,3.0,86.45,3,5239
Panathur,2 BHK,1109.0,2.0,63.0,2,5680
Sarjapur,4 Bedroom,2885.0,3.0,185.0,4,6412
Kothanur,3 BHK,1462.0,3.0,71.0,3,4856
Marathahalli,1 BHK,607.0,1.0,35.0,1,5766
Varthur,4 Bedroom,4500.0,5.0,300.0,4,6666
JP Nagar,4 BHK,3000.0,4.0,140.0,4,4666
EPIP Zone,2 BHK,1125.0,2.0,65.0,2,5777
CV Raman Nagar,3 BHK,1825.0,3.0,126.0,3,6904
Whitefield,2 BHK,1320.0,2.0,79.5,2,6022
JP Nagar,4 Bedroom,3000.0,4.0,140.0,4,4666
Whitefield,2 BHK,750.0,2.0,52.7,2,7026
Yelahanka,3 BHK,1400.0,2.0,80.54,3,5752
Whitefield,3 Bedroom,1200.0,3.0,61.96,3,5163
Poorna Pragna Layout,2 BHK,965.0,2.0,48.0,2,4974
Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
Hegde Nagar,2 Bedroom,1200.0,2.0,75.0,2,6250
Kenchenahalli,2 BHK,1015.0,2.0,58.0,2,5714
Kaggalipura,3 Bedroom,2400.0,3.0,165.0,3,6875
7th Phase JP Nagar,3 Bedroom,3300.0,4.0,160.0,3,4848
other,2 BHK,1076.0,2.0,52.0,2,4832
Yeshwanthpur,1 BHK,605.0,1.0,41.745,1,6899
Hormavu,2 BHK,1153.0,2.0,65.0,2,5637
other,2 Bedroom,2080.0,2.0,150.0,2,7211
Hulimavu,2 BHK,1255.0,2.0,69.0,2,5498
Marathahalli,3 BHK,1583.0,3.0,109.0,3,6885
other,2 BHK,1505.0,2.0,90.0,2,5980
Kathriguppe,3 BHK,1365.0,2.0,75.08,3,5500
Subramanyapura,2 BHK,975.0,2.0,63.0,2,6461
other,3 BHK,1530.0,2.0,97.0,3,6339
Sarjapur  Road,2 BHK,1308.0,2.0,83.0,2,6345
Bannerghatta Road,4 Bedroom,10000.0,4.0,450.0,4,4500
Sarjapur  Road,3 BHK,1592.0,3.0,91.0,3,5716
Thanisandra,3 BHK,1698.0,3.0,102.0,3,6007
other,3 BHK,1500.0,3.0,70.0,3,4666
Electronic City,2 BHK,1152.0,2.0,65.75,2,5707
Pattandur Agrahara,2 BHK,900.0,2.0,42.0,2,4666
Akshaya Nagar,3 BHK,1419.0,2.0,73.0,3,5144
Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583
Sarjapur  Road,2 BHK,1016.0,2.0,45.0,2,4429
Budigere,2 BHK,1444.0,2.0,70.0,2,4847
Whitefield,2 BHK,1415.0,2.0,67.0,2,4734
other,3 BHK,1600.0,3.0,72.0,3,4500
Dasarahalli,7 Bedroom,2400.0,3.0,150.0,7,6250
Talaghattapura,3 BHK,1856.0,3.0,135.0,3,7273
Sarjapur  Road,2 BHK,1150.0,2.0,77.0,2,6695
5th Phase JP Nagar,3 BHK,1485.0,2.0,67.0,3,4511
Hennur Road,2 BHK,1036.0,2.0,59.46,2,5739
other,2 BHK,1400.0,2.0,80.0,2,5714
Kenchenahalli,1 BHK,715.0,1.0,45.0,1,6293
Jakkur,4 BHK,2283.0,4.0,130.0,4,5694
Nagarbhavi,3 BHK,1400.0,2.0,85.0,3,6071
Padmanabhanagar,3 BHK,1400.0,3.0,65.0,3,4642
Nagarbhavi,3 BHK,1515.0,2.0,79.0,3,5214
Yeshwanthpur,3 BHK,1382.0,2.0,76.18,3,5512
Yelahanka,3 BHK,1391.0,2.0,64.5,3,4636
Chandapura,1 BHK,620.0,1.0,27.0,1,4354
Whitefield,2 BHK,1405.0,2.0,84.5,2,6014
Harlur,2 BHK,1174.0,2.0,78.0,2,6643
Seegehalli,2 Bedroom,1155.0,2.0,72.0,2,6233
Thanisandra,3 BHK,1411.0,3.0,93.04,3,6593
other,2 BHK,745.0,2.0,50.0,2,6711
Jigani,2 BHK,923.0,2.0,50.0,2,5417
other,3 BHK,1460.0,3.0,70.0,3,4794
other,2 BHK,1355.0,2.0,95.0,2,7011
other,1 BHK,833.0,1.0,49.0,1,5882
Yeshwanthpur,1 BHK,669.0,1.0,36.85,1,5508
7th Phase JP Nagar,3 Bedroom,2200.0,4.0,105.0,3,4772
Kothanur,3 BHK,1790.0,3.0,105.0,3,5865
NGR Layout,2 BHK,1020.0,2.0,45.0,2,4411
Yeshwanthpur,3 BHK,1385.0,2.0,76.18,3,5500
Kanakpura Road,2 BHK,1207.0,2.0,79.9,2,6619
Varthur,2 BHK,1140.0,2.0,55.5,2,4868
other,2 BHK,1220.0,2.0,68.0,2,5573
Iblur Village,4 BHK,3596.0,5.0,252.0,4,7007
Sarjapur  Road,3 BHK,1965.0,3.0,120.0,3,6106
Koramangala,3 BHK,1760.0,2.0,115.0,3,6534
